,screenname,username,datetime,url,tweetText,source_domain,source_title,source_snippet,replies_count,retweets_count,likes_count,views_count,reply_to
70,Penggugat Ijazah,@P3n99u94t,2023-05-24 05:02:55+00:00,https://twitter.com/P3n99u94t/status/1661236311574081538,"3 PERIODE... GAGAL
PERPANJANG JABATAN... GAGAL
PENUNDAAN PEMILU... GAGAL
AKHIRNYA YA... CAWE CAWE

#RakyatInginPercepatPemilu
#RakyatInginPercepatPemilu
",,,,3,83,124,"1,796",
71,Deng Ramang,@BosRamang,2023-05-24 00:40:52+00:00,https://twitter.com/BosRamang/status/1661170363571531779,"Akal bulus untuk chaos pemilu, agar ditunda…",,,,4,,,"2,248",@tvOneNews
72,Penggugat Ijazah,@P3n99u94t,2023-05-23 04:18:37+00:00,https://twitter.com/P3n99u94t/status/1660862772815572993,"BOIKOT PARTAI PESERTA PEMILU YANG MEWACANAKAN PENUNDAAN PEMILU 2024...

#KPUCurangNKRIMusnah
#KPUCurangNKRIMusnah
",,,,17,237,461,"5,263",
73,VivaCoid,@VIVAcoid,2023-05-23 03:30:37+00:00,https://twitter.com/VIVAcoid/status/1660850694310748160,Mahfud MD Pastikan Pemilu Tak Bakal Ditunda: Anggarannya Sudah Disiapkan,viva.co.id,Mahfud MD Pastikan Pemilu Tak Bakal Ditunda: Anggarannya Sudah Disiapkan,Menteri Koordinator Bidang Politik Hukum dan Keamanan (Menkopolhukam) Mahfud MD menegaskan bahwa ajang kontestasi Pemilihan Umum (Pemilu) 2024 mendatang tak akan ditunda.,2,3,1,866,
74,donaldy,@dlangid,2023-05-22 16:58:15+00:00,https://twitter.com/dlangid/status/1660691553642508290,"Hakim khusus pemilu telah disiapkan.  Dari kewenangan itu, tata cara penyelesaian itu diputuskan oleh pengadilan negeri dan disampaikan kepada pihak-pihak. Alasan putusan yang kontroversial itu dimungkinkan oleh hak ""ex official"" sehingga penundaan disimpulkan.",,,,1,,,18,
75,LPM Gema Keadilan,@GemaKeadilan,2023-05-22 10:32:53+00:00,https://twitter.com/GemaKeadilan/status/1660594573918482441,"Mulai isu penundaan pemilu, endorse calon presiden, hingga konflik kepentingan menteri yang turut berkontestasi dalam pemilu 

Menjadi penting bagi mahasiswa untuk turut berpartisipasi dalam membahas isu-isu hukum yang sedang hangat tersebut.",,,,1,,,25,
76,Julianna,@juju_onlyfans,2023-05-22 10:19:03+00:00,https://twitter.com/juju_onlyfans/status/1660591093250146307,"Bisa juga.. Tapi urusan bakal panjang dan melebar kemana-mana.. Bisa chaos.. Pemilu ditunda karena negeri dianggap dalam keadaan darurat..

Eh kok jauh amat ya?",,,,1,,1,13,@akunke10_212
77,sitaayuptr,@ayusitaputr,2023-05-22 09:14:01+00:00,https://twitter.com/ayusitaputr/status/1660574726950109185,"Sukseskan Pemilu 2024, Tak ada Penundaan masa pemillu tetap pada tahun 2024 #tidakadapenundaanpemilu, #PemiluAmanDamai, #HindariKonflikPolitik",,,,1,,1,29,
78,Don Adam,@DonAdam68,2023-05-21 08:23:18+00:00,https://twitter.com/DonAdam68/status/1660199575247007744,"Akhirnya nama Aldera muncul kembali setelah 25 tahun. Semua ini ga akan pernah ada jika kita tidak menerbitkan buku Aldera. Mungkin buku ini tidak akan terjual banyak juga kalau tidak ada ide inkonstitusional: 3 periode, perpanjangan masa jabatan/penundaan pemilu. Kita melawannya…",,,,4,28,74,14.1K,
79,muchlis a rofik,@muchlis_ar,2023-05-20 23:14:39+00:00,https://twitter.com/muchlis_ar/status/1660061502089613313,"Lha.. akhirnya capresnya ikutan komen.

Kalo ente ada waktu perhatiin rilis2 kita di smrc tv, tiap minggu itu soal keseriusan ngurus channel. 

survei nasional yg tiga bulan sekali isinya dipecah-pecah per topik..

Soal penundaan Pemilu aja kita bikin 4 topik: dari alasan2…",,,,58,22,71,15.8K,@KompasTV
80,maryshel,@maryshelparaiso,2023-05-18 05:38:19+00:00,https://twitter.com/maryshelparaiso/status/1659070893606453250,sudah jelas pemilu dilaksanakan dan tidak ditunda #SukseskanPemilu2024 #PemiluTanpaHoaks #PemiluTanpaPolitikIdentitas #PemiluDamai.,,,,14,7,10,45,
81,AlexAleg,@AlexAleg99,2023-05-17 13:07:59+00:00,https://twitter.com/AlexAleg99/status/1658821668910039041,"Kiro2 berapa episode yg siap tayang,jgn2 mlh pemilu ditunda?",,,,1,,1,18,@WongAlasRoban
82,HARPER || in619,@HARPERin619,2023-05-17 11:46:58+00:00,https://twitter.com/HARPERin619/status/1658801277663420416,"Issue 3 PERIODE... GAGAL !!!
Issue PERPANJANG JABATAN... GAGAL !!!
Issue PENUNDAAN PEMILU... GAGAL !!!

CAWE-CAWE... GAGAL MANING !!!

Panggung Acara TV pun dipake utk SYAHWAT POLITIK... GAGAL !!!

Mendingan liat photo-profilku ASUUUU !!!
*REST-ORASI* 
#Nasdrun",,,,7,13,29,"8,589",
83,calum pics,@picturesofcth,2023-05-16 07:06:34+00:00,https://twitter.com/picturesofcth/status/1658368325188210689,Pemilu akan tetap di gelar! tidak ada penundaan,,,,12,2,4,13,@maryshelparaiso
84,Lukman Simandjuntak,@hipohan,2023-05-10 21:59:28+00:00,https://twitter.com/hipohan/status/1656418705390329857,"Lenyapnya ""pulung"" @jokowi 

3 periode, ditolak Mega
Penundaan pemilu, ditolak Mega
Mega, tolak gabung koalisi
Ganjar, ""diculik"" Mega
Prabowo, tolak duet dgn Ganjar
Koalisi Besar, bubar
Koalisi Indonesia Bersatu, bubar

Note
Investor IKN kabur
KCIC masalah besar",,,,6,16,51,990,
85,Om Paujin,@Jarakdekat,2023-05-08 01:59:32+00:00,https://twitter.com/Jarakdekat/status/1655391955571060739,Trus kenapa harus endorse ? Dan rencana 3 periode dan smpai2 penundaan pemilu ?,,,,1,,,18,@Joker_Ulosowo
86,Guru Agama Garis Lucu,@SangGuru2471,2023-05-06 11:48:08+00:00,https://twitter.com/SangGuru2471/status/1654815303782768642,Demi penghematan anggaran. Pemilu ditunda saja setidaknya 1 periode. ,,,,1,,5,149,@PartBurungGalak
87,calum pics,@picturesofcth,2023-05-06 10:11:28+00:00,https://twitter.com/picturesofcth/status/1654790977805221889,Pemilu akan tetap di gelar! tidak ada penundaan,,,,8,,5,2,@refaabdi
88,Sudarsono Saidi,@saidi_sudarsono,2023-05-04 23:59:14+00:00,https://twitter.com/saidi_sudarsono/status/1654274516066115586,"Kantor MUI ditembak, penembaknya mati tertembak.

Sebuah upaya tes utk membuat gaduh, membuat opini bhw negeri tak aman. Utk itu pemilu 2024 urgent tak lagi dilaksanakan. Ditunda.

Apakah tes ini berhasil?

Mesti dilihat sampai September 23, batas pendaftaran capres.",,,,1,,7,127,
89,DANIEL  MARISSA and Us ,@asboediono_id,2023-05-03 23:47:36+00:00,https://twitter.com/asboediono_id/status/1653909202413424640,Pasca diumumkannya Ganjar sebagai Capres Oleh Megawati membuat banyak orang yang menjadi terhentak karena lewat penetapan itu Megawati medeclare bahwa Perpanjangan Masa Jabatan Presiden dan Penundaan Pemilu Tidak Berlaku dan hal itu yang membuat Jokowi Panik #hening,,,,2,3,9,189,
90,Stupidity Must Ended..!!,@Andi_ZaKi,2023-05-03 14:54:04+00:00,https://twitter.com/Andi_ZaKi/status/1653774932449566720,"Geng motor yg meresahkan, provokasi berlatar ras/agama di sebuah/berbagai daerah (yg mungkin akan muncul) juga patut diduga bagian dari black ops,,
Bahkan dari jauh hari ada pembentukan pam swakarsa yg berpotensi memunculkan konflik horisontal = isu keamanan = penundaan pemilu?",,,,1,,1,61,
91,calum pics,@picturesofcth,2023-05-03 08:14:10+00:00,https://twitter.com/picturesofcth/status/1653674294000623616,Pemilu akan tetap di gelar! tidak ada penundaan,,,,6,,,7,@maryshelparaiso
92,LPM Gema Keadilan,@GemaKeadilan,2023-05-22 10:32:53+00:00,https://twitter.com/GemaKeadilan/status/1660594573918482441,"Mulai isu penundaan pemilu, endorse calon presiden, hingga konflik kepentingan menteri yang turut berkontestasi dalam pemilu 

Menjadi penting bagi mahasiswa untuk turut berpartisipasi dalam membahas isu-isu hukum yang sedang hangat tersebut.",,,,1,,,25,
93,Julianna,@juju_onlyfans,2023-05-22 10:19:03+00:00,https://twitter.com/juju_onlyfans/status/1660591093250146307,"Bisa juga.. Tapi urusan bakal panjang dan melebar kemana-mana.. Bisa chaos.. Pemilu ditunda karena negeri dianggap dalam keadaan darurat..

Eh kok jauh amat ya?",,,,1,,1,13,@akunke10_212
94,sitaayuptr,@ayusitaputr,2023-05-22 09:14:01+00:00,https://twitter.com/ayusitaputr/status/1660574726950109185,"Sukseskan Pemilu 2024, Tak ada Penundaan masa pemillu tetap pada tahun 2024 #tidakadapenundaanpemilu, #PemiluAmanDamai, #HindariKonflikPolitik",,,,1,,1,29,
95,Don Adam,@DonAdam68,2023-05-21 08:23:18+00:00,https://twitter.com/DonAdam68/status/1660199575247007744,"Akhirnya nama Aldera muncul kembali setelah 25 tahun. Semua ini ga akan pernah ada jika kita tidak menerbitkan buku Aldera. Mungkin buku ini tidak akan terjual banyak juga kalau tidak ada ide inkonstitusional: 3 periode, perpanjangan masa jabatan/penundaan pemilu. Kita melawannya…",,,,4,28,74,14.1K,
96,muchlis a rofik,@muchlis_ar,2023-05-20 23:14:39+00:00,https://twitter.com/muchlis_ar/status/1660061502089613313,"Lha.. akhirnya capresnya ikutan komen.

Kalo ente ada waktu perhatiin rilis2 kita di smrc tv, tiap minggu itu soal keseriusan ngurus channel. 

survei nasional yg tiga bulan sekali isinya dipecah-pecah per topik..

Soal penundaan Pemilu aja kita bikin 4 topik: dari alasan2…",,,,58,22,71,15.8K,@KompasTV
97,maryshel,@maryshelparaiso,2023-05-18 05:38:19+00:00,https://twitter.com/maryshelparaiso/status/1659070893606453250,sudah jelas pemilu dilaksanakan dan tidak ditunda #SukseskanPemilu2024 #PemiluTanpaHoaks #PemiluTanpaPolitikIdentitas #PemiluDamai.,,,,14,7,10,45,
98,AlexAleg,@AlexAleg99,2023-05-17 13:07:59+00:00,https://twitter.com/AlexAleg99/status/1658821668910039041,"Kiro2 berapa episode yg siap tayang,jgn2 mlh pemilu ditunda?",,,,1,,1,18,@WongAlasRoban
99,HARPER || in619,@HARPERin619,2023-05-17 11:46:58+00:00,https://twitter.com/HARPERin619/status/1658801277663420416,"Issue 3 PERIODE... GAGAL !!!
Issue PERPANJANG JABATAN... GAGAL !!!
Issue PENUNDAAN PEMILU... GAGAL !!!

CAWE-CAWE... GAGAL MANING !!!

Panggung Acara TV pun dipake utk SYAHWAT POLITIK... GAGAL !!!

Mendingan liat photo-profilku ASUUUU !!!
*REST-ORASI* 
#Nasdrun",,,,7,13,29,"8,589",
100,calum pics,@picturesofcth,2023-05-16 07:06:34+00:00,https://twitter.com/picturesofcth/status/1658368325188210689,Pemilu akan tetap di gelar! tidak ada penundaan,,,,12,2,4,13,@maryshelparaiso
101,Lukman Simandjuntak,@hipohan,2023-05-10 21:59:28+00:00,https://twitter.com/hipohan/status/1656418705390329857,"Lenyapnya ""pulung"" @jokowi 

3 periode, ditolak Mega
Penundaan pemilu, ditolak Mega
Mega, tolak gabung koalisi
Ganjar, ""diculik"" Mega
Prabowo, tolak duet dgn Ganjar
Koalisi Besar, bubar
Koalisi Indonesia Bersatu, bubar

Note
Investor IKN kabur
KCIC masalah besar",,,,6,16,51,990,
102,Om Paujin,@Jarakdekat,2023-05-08 01:59:32+00:00,https://twitter.com/Jarakdekat/status/1655391955571060739,Trus kenapa harus endorse ? Dan rencana 3 periode dan smpai2 penundaan pemilu ?,,,,1,,,18,@Joker_Ulosowo
103,Guru Agama Garis Lucu,@SangGuru2471,2023-05-06 11:48:08+00:00,https://twitter.com/SangGuru2471/status/1654815303782768642,Demi penghematan anggaran. Pemilu ditunda saja setidaknya 1 periode. ,,,,1,,5,149,@PartBurungGalak
104,calum pics,@picturesofcth,2023-05-06 10:11:28+00:00,https://twitter.com/picturesofcth/status/1654790977805221889,Pemilu akan tetap di gelar! tidak ada penundaan,,,,8,,5,2,@refaabdi
105,Sudarsono Saidi,@saidi_sudarsono,2023-05-04 23:59:14+00:00,https://twitter.com/saidi_sudarsono/status/1654274516066115586,"Kantor MUI ditembak, penembaknya mati tertembak.

Sebuah upaya tes utk membuat gaduh, membuat opini bhw negeri tak aman. Utk itu pemilu 2024 urgent tak lagi dilaksanakan. Ditunda.

Apakah tes ini berhasil?

Mesti dilihat sampai September 23, batas pendaftaran capres.",,,,1,,7,127,
106,DANIEL  MARISSA and Us ,@asboediono_id,2023-05-03 23:47:36+00:00,https://twitter.com/asboediono_id/status/1653909202413424640,Pasca diumumkannya Ganjar sebagai Capres Oleh Megawati membuat banyak orang yang menjadi terhentak karena lewat penetapan itu Megawati medeclare bahwa Perpanjangan Masa Jabatan Presiden dan Penundaan Pemilu Tidak Berlaku dan hal itu yang membuat Jokowi Panik #hening,,,,2,3,9,189,
107,Stupidity Must Ended..!!,@Andi_ZaKi,2023-05-03 14:54:04+00:00,https://twitter.com/Andi_ZaKi/status/1653774932449566720,"Geng motor yg meresahkan, provokasi berlatar ras/agama di sebuah/berbagai daerah (yg mungkin akan muncul) juga patut diduga bagian dari black ops,,
Bahkan dari jauh hari ada pembentukan pam swakarsa yg berpotensi memunculkan konflik horisontal = isu keamanan = penundaan pemilu?",,,,1,,1,61,
108,calum pics,@picturesofcth,2023-05-03 08:14:10+00:00,https://twitter.com/picturesofcth/status/1653674294000623616,Pemilu akan tetap di gelar! tidak ada penundaan,,,,6,,,7,@maryshelparaiso
109,NitNot ❘,@Leonita_Lestari,2023-05-02 14:44:36+00:00,https://twitter.com/Leonita_Lestari/status/1653410163410497538,"""Dengan beban APBN sebesar itu dan fakta kondisi ekonomi dunia yang sedang tak baik - baik saja, dan maka duit itu kita pakai untuk hal yang lebih urgent apakah ga lebih baik pemilu diundur saja sekalian tunggu bintang bersinar itu?""

Haahhh ditunda…???
.
.
.",,,,10,18,98,13.5K,
110,Telo Mukibat,@affanaffa12,2023-05-02 14:05:03+00:00,https://twitter.com/affanaffa12/status/1653400211316944897,"Waspada ! 
Skenario penundaan pemilu dan perpanjangan kekuasaan",,,,2,,,723,@KompasTV
111,Team DSU,@TeamDSU,2023-05-02 09:32:54+00:00,https://twitter.com/TeamDSU/status/1653331719653834752,Pemilu akan tetap di gelar! tidak ada penundaan,,,,6,,,11,@maryshelparaiso
112,SiraitBatakDusun,@bachrum_achmadi,2023-05-01 11:39:32+00:00,https://twitter.com/bachrum_achmadi/status/1653001201091489793,"Beredar Kabar Airlangga Tawari AHY Menjadi Cawapres.

Capresnya Airlangga? Airlangga itu ga laku, elektabilitas rendah.

PD hati2, bisa sj Airlangga utusan sblh agar AHY msk perangkap, tujuannya Anies gagal nyapres. Kita tau Airlangga 1 dr 3 Ketum usul pemilu ditunda. Jgn lupa!",,,,348,412,"1,494",50.9K,
113,𝕬𝖗𝖎𝖚𝖘,@ariusmarley,2023-04-30 15:12:48+00:00,https://twitter.com/ariusmarley/status/1652692485184057344,"Petugas Partai cuman jadi Opsi,. 
kalo rencana 3 periode, penundaan pemilu gagal. 
GP jadi opsi. 
",,,,1,,1,76,@dadyabo
114,Call me SK,@RadarKorupsi,2023-04-30 12:40:31+00:00,https://twitter.com/RadarKorupsi/status/1652654159378911232,"Terbukti secara sah dan meyakinkan  bahwa Putusan PN tentang Penundaan Pemilu, Illegal #ehhh dibatalkan oleh Hakim PT.",,,,1,8,10,263,
115,calum pics,@picturesofcth,2023-04-30 09:37:47+00:00,https://twitter.com/picturesofcth/status/1652608174246223873,Pemilu akan tetap di gelar! tidak ada penundaan,,,,8,7,7,4,@refaabdi
116,YANG ANGKUH AKAN BERAKHIR,@arielsyahril,2023-04-29 05:06:08+00:00,https://twitter.com/arielsyahril/status/1652177423503613953,"Jaman SBY dia legowo ,melepaskan jabatan dalam pemilu,ga ada tekanan calon presiden  Heppy mengikuti tdk ada penundaan pemilu,3 periode, pembegalan partai, tdk harus izin bila partai mencalonkan presiden,TDK harus mengikuti arahan presiden, berjalan natural di ikuti LBH 3 kdidat",,,,4,,16,"4,073",@Dennysiregar7
117,SiraitBatakDusun,@bachrum_achmadi,2023-04-28 06:13:36+00:00,https://twitter.com/bachrum_achmadi/status/1651832013715038208,"Si M Kodari kmana yak, koq kaga nongol2?

Apa dia stress krn penundaan pemilu gagal total! ",,,,5,2,27,"1,245",
118,Inisial DW,@DoradongWarrior,2023-04-27 07:11:40+00:00,https://twitter.com/DoradongWarrior/status/1651484241723817984,"Mereka masih fokus pada rencana penundaan pemilu, itu aja, selebihnya cuma gimmick politik semata

-DW-",,,,1,3,9,564,
119,gk arif,@AriefGka,2023-04-26 15:06:00+00:00,https://twitter.com/AriefGka/status/1651241220121804800,"Opsi pertama saja sdh khayalan Denny, dgn mwnyatakan Jokowi ikut merencanakan penundaan pemilu. Ada bukti? Tidak ada, hanya opini dari Deeny yg katanya pakar hukun tata negara.",,,,1,,,43,@Satrio_Prasetya
120,SiraitBatakDusun,@bachrum_achmadi,2023-04-26 09:56:25+00:00,https://twitter.com/bachrum_achmadi/status/1651163313764724736,"Zulhas: Jokowi Segera Kumpulkan Ketum Partai Bahas Ganjar Capres.

Mestinya Ketum parpol sperti: Airlangga, Zulhas & Muhaimin jk punya rasa isin tdk ikut2an mencalonkan diri capres-cawapres. Loh knp rupanya?

Krn mreka dulu menyuarakan penundaan pemilu. Setuju ga sodara2! ",,,,75,35,175,"5,644",
121,Partai Demokrat,@PDemokrat,2023-04-26 04:59:01+00:00,https://twitter.com/PDemokrat/status/1651088468406317056,"""Selamat kepada Mas @GanjarPranowo yang telah menjadi Bakal Calon Presiden 2024. Selesai sudah segala dinamika penundaan. Selamat menuju Pemilu 2024 untuk kita semua.

Jansen Sitindaon
Wasekjen  DPP Partai Demokrat",,,,20,33,186,32.5K,
122,Sampeong,@Sampeong2,2023-04-25 11:09:40+00:00,https://twitter.com/Sampeong2/status/1650819359278002176,"Fitnah cebong itu udah biasa.
Fitnah klmpok lawan utk menutupi kelakuan klmpoknya.
Cebong gk pernah sadar mencoba utk menabrak KONSTITUSI dg perpanjangan masa jbtan presiden & penundaan pemilu.
Bong siapa yg ingin Merubah PANCASILA menjadi Tri sila & eka sila ?",,,,1,,2,17,@AleinIbrahim
123,Triyanto_Sragen,@Koncongopi_kn,2023-04-23 09:31:46+00:00,https://twitter.com/Koncongopi_kn/status/1650069946209300482,Tidak ada isu penundaan pemilu lagi.,,,,1,,3,117,@ujangdahmid
124,Afat Fadly,@afatfadly,2023-04-23 02:38:35+00:00,https://twitter.com/afatfadly/status/1649965966472941568,"Terlebih parah lagi, @kpu_ri telah mengumumkan jadwal pemilu. Namun masih ada gerakan yang menginginkan pemilu 2024 untuk ditunda ataupun menggunakan sistem campuran proposional tertutup semacam era orde baru..",,,,1,1,3,156,
125,tikus merah,@tikusmerah1,2023-04-23 00:37:33+00:00,https://twitter.com/tikusmerah1/status/1649935504782278656,Bagaimana ahli hukum yg sedang membuat drafting untuk Perppu penundaan pemilu. Apakah masih berlanjut atau dihentikan sementara ?,,,,1,2,7,"1,209",
126,Republika.co.id,@republikaonline,2023-04-22 09:58:18+00:00,https://twitter.com/republikaonline/status/1649714236413845509,Tidak ada lagi gagasan sesat tentang tiga periode dan opsi penundaan pemilu.,news.republika.co.id,"PDIP Usung Ganjar, Ketua Relawan Jokowi Mania Kian Mantap Dukung Prabowo",Tidak ada lagi gagasan sesat tentang tiga periode dan opsi penundaan pemilu.,4,2,19,"6,251",
127,saiful mujani,@saiful_mujani,2023-04-22 06:58:21+00:00,https://twitter.com/saiful_mujani/status/1649668947460096000,"dua keputusan yang menonjol dan penting dari pdip menjelang pemilu 2024: 
1. menolak penundaan pemilu dan atau menolak penambahan periode masa jabatan presiden dari dua ke 3 atau lebih. kl pdip tidak tegas dalam soal ini demokrasi kita bisa tak menentu. 
2. memutuskan ganjar…",,,,13,19,86,14.3K,
128,Kompas.com,@kompascom,2023-04-22 02:29:23+00:00,https://twitter.com/kompascom/status/1649601259639574530,"Demokrat sebut dengan ditetapkannya Ganjar jadi capres PDI-P, maka isu perpanjangan masa jabatan presiden dan penundaan pemilu berakhir",nasional.kompas.com,"Ganjar Capres PDI-P, Demokrat: Isu Perpanjangan Masa Jabatan Presiden Lebih Baik Dikubur","Demokrat sebut dengan ditetapkannya Ganjar jadi capres PDI-P, maka isu perpanjangan masa jabatan presiden dan penundaan pemilu berakhir",30,19,100,41.4K,
129,Han ,@Hansunriko,2023-04-22 02:01:00+00:00,https://twitter.com/Hansunriko/status/1649594120426635264,"Pengadilan Tinggi DKI Jakarta mengabulkan permohonan banding KPU terkait putusan PN Jakpus yg memerintahkan penundaan tahapan Pemilu 2024.

Majelis hakim pengadilan tinggi membatalkan putusan tersebut, sehingga tahapan pemilu tidak ditunda.

Happy Eid Mubarak Duit Selamat Lebaran",,,,2,19,21,329,
130,SiraitBatakDusun,@bachrum_achmadi,2023-05-01 11:39:32+00:00,https://twitter.com/bachrum_achmadi/status/1653001201091489793,"Beredar Kabar Airlangga Tawari AHY Menjadi Cawapres.

Capresnya Airlangga? Airlangga itu ga laku, elektabilitas rendah.

PD hati2, bisa sj Airlangga utusan sblh agar AHY msk perangkap, tujuannya Anies gagal nyapres. Kita tau Airlangga 1 dr 3 Ketum usul pemilu ditunda. Jgn lupa!",,,,348,412,"1,494",50.9K,
131,𝕬𝖗𝖎𝖚𝖘,@ariusmarley,2023-04-30 15:12:48+00:00,https://twitter.com/ariusmarley/status/1652692485184057344,"Petugas Partai cuman jadi Opsi,. 
kalo rencana 3 periode, penundaan pemilu gagal. 
GP jadi opsi. 
",,,,1,,1,76,@dadyabo
132,Call me SK,@RadarKorupsi,2023-04-30 12:40:31+00:00,https://twitter.com/RadarKorupsi/status/1652654159378911232,"Terbukti secara sah dan meyakinkan  bahwa Putusan PN tentang Penundaan Pemilu, Illegal #ehhh dibatalkan oleh Hakim PT.",,,,1,8,10,263,
133,calum pics,@picturesofcth,2023-04-30 09:37:47+00:00,https://twitter.com/picturesofcth/status/1652608174246223873,Pemilu akan tetap di gelar! tidak ada penundaan,,,,8,7,7,4,@refaabdi
